"","year","month","plant_ID","customer_ID","material_type_ID","market_code","final_fc","_2_month_lag_fc","_1_month_lag_fc"
"74769",2021,4,6,74,5,11,0,0,0
"74770",2021,4,6,74,5,7,0,176,198
"74771",2021,4,6,74,10,7,0,0,0
"74772",2021,4,6,74,12,7,0,0,0
"74773",2021,4,6,440,6,6,0,20,20
"74774",2021,4,6,766,5,2,0,0,0
"74775",2021,4,6,159,5,2,0,0,0
"74776",2021,4,6,287,5,7,0,0,0
"74777",2021,4,6,372,12,7,0,0,0
"74778",2021,4,6,460,5,15,0,0,0
"74779",2021,4,6,279,6,19,0,0,0
"74780",2021,4,6,136,6,1,0,0,0
"74781",2021,4,6,136,1,1,0,0,200
"74782",2021,4,6,588,5,2,0,0,0
"74783",2021,4,6,507,6,2,0,0,0
"74784",2022,4,6,310,5,24,0,0,0
"74785",2022,4,6,370,5,2,0,34,34
"74786",2022,4,6,370,5,7,0,0,0
"74787",2022,4,6,331,6,2,0,0,0
"74788",2022,4,6,807,5,21,0,0,0
"74789",2022,4,6,490,6,2,0,16,16
"74790",2022,4,6,384,5,1,0,0,0
"74791",2022,4,6,509,6,7,0,0,0
"74792",2022,4,6,509,5,7,0,0,0
"74793",2022,4,6,888,6,2,0,0,0
"74794",2022,4,6,113,5,7,0,0,90
"74795",2022,4,6,113,2,2,0,0,0
"74796",2022,4,6,113,2,7,0,0,0
"74797",2022,4,6,321,6,11,0,100,100
"74798",2022,4,6,308,6,2,0,0,0
"74799",2022,4,6,308,5,2,0,0,0
"74800",2022,4,6,512,6,24,0,0,60
"74801",2022,4,6,512,5,24,0,0,0
"74802",2022,4,6,837,5,6,0,0,0
"74803",2022,4,6,377,5,7,0,0,0
"74804",2022,4,6,138,6,2,0,150,150
"74805",2022,4,6,138,5,2,0,97.5,97.5
"74806",2022,4,6,48,6,9,0,860.5,860.5
"74807",2022,4,6,291,10,2,0,30,30
"74808",2022,4,6,810,6,1,0,0,0
"74809",2022,4,6,805,5,11,0,0,0
"74810",2022,4,6,362,6,2,0,0,0
"74811",2022,4,6,362,5,2,0,0,0
"74812",2022,4,6,454,6,1,0,50,0
"74813",2022,4,6,454,6,19,0,100,0
"74814",2022,4,6,454,5,19,0,150,0
"74815",2022,4,6,56,6,2,0,636.5,741.5
"74816",2022,4,6,56,6,13,0,0,0
"74817",2022,4,6,56,5,2,0,4,6.5
"74818",2022,4,6,111,6,2,0,381.213,365.9635
"74819",2022,4,6,71,6,2,0,523.66,523.66
"74820",2022,4,6,71,5,2,0,8.75,8.75
"74821",2022,4,6,296,5,2,0,57,46.5
"74822",2022,4,6,644,5,7,0,0,0
"74823",2022,4,6,115,6,6,0,344.4145,344.4145
"74824",2022,4,6,115,5,2,0,0,0
"74825",2022,4,6,115,2,6,0,0,0
"74826",2022,4,6,276,6,2,0,0,0
"74827",2022,4,6,276,6,20,0,211.5,154
"74828",2022,4,6,276,6,12,0,0,0
"74829",2022,4,6,88,6,7,0,0,0
"74830",2022,4,6,88,5,7,0,280,280
"74831",2022,4,6,901,5,7,0,0,0
"74832",2022,4,6,642,5,7,0,0,0
"74833",2022,4,6,613,5,2,0,0,0
"74834",2022,4,6,281,6,2,0,2,2
"74835",2022,4,6,394,5,2,0,20,20
"74836",2022,4,6,785,1,1,0,0,0
"74837",2022,4,6,129,6,1,0,95,95
"74838",2022,4,6,847,5,1,0,0,0
"74839",2022,4,6,849,5,16,0,0,0
"74840",2022,4,6,215,5,2,0,0,0
"74841",2022,4,6,3,6,2,0,0,0
"74842",2022,4,6,3,5,2,0,17.5,17.5
"74843",2022,4,6,3,1,2,0,0,0
"74844",2022,4,6,3,2,2,0,0,0
"74845",2022,4,6,3,10,2,0,10,10
"74846",2022,4,6,91,6,2,0,0,331.9
"74847",2022,4,6,143,6,2,0,355,355
"74848",2022,4,6,499,5,3,0,0,0
"74849",2022,4,6,219,5,2,0,0,0
"74850",2022,4,6,67,6,2,0,0,0
"74851",2022,4,6,28,6,2,0,0,0
"74852",2022,4,6,577,5,7,0,0,0
"74853",2022,4,6,1013,12,17,0,0,0
"74854",2022,4,6,307,6,2,0,40,40
"74855",2022,4,6,24,6,2,0,1358.5,1542.5
"74856",2022,4,6,24,5,2,0,463,463
"74857",2022,4,6,24,1,2,0,0,0
"74858",2022,4,6,24,2,2,0,0,0
"74859",2022,4,6,126,5,2,0,262.23,262.23
"74860",2022,4,6,458,5,2,0,40,40
"74861",2022,4,6,458,5,1,0,42.5,42.5
"74862",2022,4,6,204,5,2,0,0,0
"74863",2022,4,6,745,5,2,0,0,0
"74864",2022,4,6,624,5,7,0,40,40
"74865",2022,4,6,430,5,2,0,28,28
"74866",2022,4,6,430,5,24,0,0,0
"74867",2022,4,6,733,5,2,0,0,0
"74868",2022,4,6,595,5,2,0,0,0
"74869",2022,4,6,97,6,19,0,50,50
"74870",2022,4,6,97,6,7,0,0,0
"74871",2022,4,6,97,5,7,0,310,310
"74872",2022,4,6,35,6,2,0,0,0
"74873",2022,4,6,35,5,2,0,0,0
"74874",2022,4,6,55,6,2,0,0,0
"74875",2022,4,6,353,5,2,0,0,0
"74876",2022,4,6,521,5,7,0,0,0
"74877",2022,4,6,664,6,7,0,0,0
"74878",2022,4,6,664,5,7,0,0,0
"74879",2022,4,6,44,6,2,0,1106.5,1106.5
"74880",2022,4,6,15,5,7,0,0,0
"74881",2022,4,6,328,6,2,0,62.5,62.5
"74882",2022,4,6,796,5,20,0,0,0
"74883",2022,4,6,727,5,20,0,0,0
"74884",2022,4,6,788,5,7,0,0,0
"74885",2022,4,6,117,5,1,0,0,0
"74886",2022,4,6,530,5,7,0,0,0
"74887",2022,4,6,168,6,10,0,153,153
"74888",2022,4,6,70,5,10,0,0,0
"74889",2022,4,6,100,5,2,0,0,0
"74890",2022,4,6,366,5,2,0,0,0
"74891",2022,4,6,653,5,6,0,0,0
"74892",2022,4,6,653,5,2,0,0,0
"74893",2022,4,6,217,2,2,0,0,0
"74894",2022,4,6,387,5,2,0,0,0
"74895",2022,4,6,173,7,6,0,16,16
"74896",2022,4,6,173,7,2,0,0,0
"74897",2022,4,6,173,6,6,0,123,123
"74898",2022,4,6,173,6,2,0,119.5,204
"74899",2022,4,6,173,5,6,0,0,0
"74900",2022,4,6,173,5,2,0,0,0
"74901",2022,4,6,902,5,7,0,0,0
"74902",2022,4,6,256,5,1,0,150,0
"74903",2022,4,6,256,12,1,0,0,0
"74904",2022,4,6,53,6,9,0,0,0
"74905",2022,4,6,523,5,7,0,0,0
"74906",2022,4,6,404,6,2,0,0,0
"74907",2022,4,6,402,6,10,0,0,0
"74908",2022,4,6,679,5,2,0,0,0
"74909",2022,4,6,42,5,2,0,0,0
"74910",2022,4,6,26,5,2,0,629.75,629.75
"74911",2022,4,6,26,2,2,0,92.5,92.5
"74912",2022,4,6,26,10,2,0,20,20
"74913",2022,4,6,131,5,2,0,0,0
"74914",2022,4,6,74,6,2,0,0,0
"74915",2022,4,6,74,6,7,0,100,100
"74916",2022,4,6,74,5,11,0,0,0
"74917",2022,4,6,74,5,13,0,0,0
"74918",2022,4,6,74,5,7,0,110,110
"74919",2022,4,6,74,10,7,0,0,0
"74920",2022,4,6,74,12,7,0,0,0
"74921",2022,4,6,440,6,6,0,0,0
"74922",2022,4,6,450,6,7,0,0,0
"74923",2022,4,6,305,6,1,0,0,0
"74924",2022,4,6,305,5,1,0,190,190
"74925",2022,4,6,766,5,2,0,0,0
"74926",2022,4,6,159,6,2,0,111.5,111.5
"74927",2022,4,6,159,5,2,0,18,18
"74928",2022,4,6,742,6,10,0,0,0
"74929",2022,4,6,857,5,20,0,0,0
"74930",2022,4,6,249,5,2,0,176,176
"74931",2022,4,6,648,5,15,0,0,0
"74932",2022,4,6,287,5,7,0,0,0
"74933",2022,4,6,372,6,7,0,0,0
"74934",2022,4,6,372,5,7,0,0,0
"74935",2022,4,6,460,5,15,0,0,0
"74936",2022,4,6,199,5,2,0,10,10
"74937",2022,4,6,279,6,19,0,22.5,22.5
"74938",2022,4,6,279,5,19,0,65,65
"74939",2022,4,6,279,5,7,0,22.5,22.5
"74940",2022,4,6,279,12,19,0,0,20
"74941",2022,4,6,136,6,1,0,0,0
"74942",2022,4,6,136,1,1,0,0,0
"74943",2022,4,6,75,5,5,0,0,0
"74944",2022,4,6,341,5,5,0,0,0
"74945",2022,4,6,588,5,2,0,0,0
"74946",2022,4,6,89,5,2,0,0,0
"74947",2022,4,6,507,6,2,0,82.5,82.5
"74948",2022,4,6,63,6,2,0,442.5,442.5
"74949",2022,4,6,63,5,2,0,716,716
"74950",2022,4,6,63,2,2,0,0,0
"74951",2022,4,6,63,10,2,0,77.5,77.5
"74952",2018,5,6,370,5,7,0,0,0
"74953",2018,5,6,331,6,2,0,0,0
"74954",2018,5,6,490,6,2,0,0,0
"74955",2018,5,6,509,6,7,0,0,0
"74956",2018,5,6,113,5,7,0,0,0
"74957",2018,5,6,113,12,19,0,0,0
"74958",2018,5,6,113,12,7,0,0,0
"74959",2018,5,6,321,6,11,0,0,0
"74960",2018,5,6,308,12,2,0,0,0
"74961",2018,5,6,512,5,24,0,0,0
"74962",2018,5,6,1008,5,7,0,0,0
"74963",2018,5,6,1008,12,2,0,0,0
"74964",2018,5,6,1008,12,7,0,0,0
"74965",2018,5,6,138,12,2,0,0,0
"74966",2018,5,6,48,12,9,0,0,0
"74967",2018,5,6,556,6,5,0,0,0
"74968",2018,5,6,362,12,2,0,0,0
"74969",2018,5,6,147,12,11,0,0,0
"74970",2018,5,6,454,6,1,0,0,0
"74971",2018,5,6,454,6,19,0,0,0
"74972",2018,5,6,454,5,19,0,0,0
"74973",2018,5,6,454,12,19,0,0,0
"74974",2018,5,6,56,5,2,0,0,0
"74975",2018,5,6,56,12,2,0,0,0
"74976",2018,5,6,111,12,2,0,0,0
"74977",2018,5,6,71,12,2,0,0,0
"74978",2018,5,6,1105,12,1,0,0,0
"74979",2018,5,6,296,12,2,0,0,0
"74980",2018,5,6,115,6,2,0,0,0
"74981",2018,5,6,115,5,2,0,0,0
"74982",2018,5,6,115,2,6,0,0,0
"74983",2018,5,6,115,10,6,0,0,0
"74984",2018,5,6,115,12,6,0,0,0
"74985",2018,5,6,276,6,2,0,5,5
"74986",2018,5,6,806,5,24,0,0,0
"74987",2018,5,6,806,12,24,0,0,0
"74988",2018,5,6,203,10,16,0,0,0
"74989",2018,5,6,487,2,12,0,0,0
"74990",2018,5,6,487,12,7,0,0,0
"74991",2018,5,6,32,5,7,0,0,0
"74992",2018,5,6,88,6,2,0,0,0
"74993",2018,5,6,88,12,7,0,0,0
"74994",2018,5,6,1106,10,2,0,0,0
"74995",2018,5,6,1106,12,2,0,0,0
"74996",2018,5,6,488,2,8,0,0,0
"74997",2018,5,6,672,5,8,0,0,0
"74998",2018,5,6,281,5,2,0,0,0
"74999",2018,5,6,281,12,2,0,0,0
"75000",2018,5,6,215,5,2,0,0,0
"75001",2018,5,6,91,12,2,0,0,0
"75002",2018,5,6,143,6,2,0,0,0
"75003",2018,5,6,1013,12,17,0,0,0
"75004",2018,5,6,307,12,2,0,0,0
"75005",2018,5,6,24,2,2,0,0,0
"75006",2018,5,6,24,10,2,0,0,0
"75007",2018,5,6,24,12,2,0,0,0
"75008",2018,5,6,443,5,20,0,0,0
"75009",2018,5,6,2,5,2,0,0,0
"75010",2018,5,6,498,12,24,0,0,0
"75011",2018,5,6,427,12,7,0,0,0
"75012",2018,5,6,427,12,17,0,0,0
"75013",2018,5,6,356,12,6,0,0,0
"75014",2018,5,6,401,5,2,0,0,0
"75015",2018,5,6,458,5,1,0,0,0
"75016",2018,5,6,892,12,24,0,0,0
"75017",2018,5,6,771,12,12,0,0,0
"75018",2018,5,6,624,5,7,0,0,0
"75019",2018,5,6,430,5,24,0,0,0
"75020",2018,5,6,430,12,24,0,0,0
"75021",2018,5,6,465,5,12,0,0,0
"75022",2018,5,6,465,12,12,0,0,0
"75023",2018,5,6,205,12,7,0,0,0
"75024",2018,5,6,97,6,19,0,0,0
"75025",2018,5,6,97,6,7,0,0,0
"75026",2018,5,6,97,12,7,0,0,0
"75027",2018,5,6,1107,12,1,0,0,0
"75028",2018,5,6,1108,6,17,0,0,0
"75029",2018,5,6,35,12,2,0,0,0
"75030",2018,5,6,664,5,7,0,0,0
"75031",2018,5,6,44,5,2,0,0,0
"75032",2018,5,6,328,12,2,0,0,0
"75033",2018,5,6,796,5,20,0,0,0
"75034",2018,5,6,1109,12,2,0,0,0
"75035",2018,5,6,1109,12,1,0,0,0
"75036",2018,5,6,389,2,2,0,0,0
"75037",2018,5,6,1110,12,2,0,0,0
"75038",2018,5,6,198,2,20,0,0,0
"75039",2018,5,6,198,12,11,0,0,0
"75040",2018,5,6,117,5,1,0,0,0
"75041",2018,5,6,820,5,1,0,0,0
"75042",2018,5,6,942,5,20,0,0,0
"75043",2018,5,6,843,12,20,0,0,0
"75044",2018,5,6,468,2,2,0,0,0
"75045",2018,5,6,323,12,1,0,0,0
"75046",2018,5,6,100,5,2,0,0,0
"75047",2018,5,6,100,12,2,0,0,0
"75048",2018,5,6,388,5,3,0,0,0
"75049",2018,5,6,603,5,7,0,0,0
"75050",2018,5,6,603,12,7,0,0,0
"75051",2018,5,6,992,6,9,0,0,0
"75052",2018,5,6,835,5,2,0,0,0
"75053",2018,5,6,1115,12,2,0,0,0
"75054",2018,5,6,1096,12,21,0,0,0
"75055",2018,5,6,387,6,2,0,0,0
"75056",2018,5,6,1111,12,2,0,0,0
"75057",2018,5,6,173,5,2,0,2,2
"75058",2018,5,6,173,12,6,0,4,4
"75059",2018,5,6,173,12,2,0,0,0
"75060",2018,5,6,53,6,9,0,0,0
"75061",2018,5,6,53,12,9,0,0,0
"75062",2018,5,6,523,6,7,0,0,0
"75063",2018,5,6,523,5,7,0,0,0
"75064",2018,5,6,523,12,7,0,0,0
"75065",2018,5,6,1112,6,1,0,0,0
"75066",2018,5,6,559,6,2,0,0,0
"75067",2018,5,6,559,6,20,0,0,0
"75068",2018,5,6,26,2,2,0,0,0
"75069",2018,5,6,26,10,2,0,0,0
"75070",2018,5,6,26,12,2,0,0,0
"75071",2018,5,6,131,5,2,0,0,0
"75072",2018,5,6,131,10,2,0,0,0
"75073",2018,5,6,131,12,2,0,0,0
"75074",2018,5,6,1114,12,16,0,0,0
"75075",2018,5,6,74,5,11,0,0,0
"75076",2018,5,6,74,10,7,0,0,0
"75077",2018,5,6,74,12,7,0,0,0
"75078",2018,5,6,440,12,6,0,0,0
"75079",2018,5,6,1113,12,2,0,0,0
"75080",2018,5,6,489,12,3,0,0,0
"75081",2018,5,6,159,12,2,0,0,0
"75082",2018,5,6,77,12,17,0,0,0
"75083",2018,5,6,566,5,2,0,0,0
"75084",2018,5,6,1018,6,7,0,0,0
"75085",2018,5,6,1018,6,17,0,0,0
"75086",2018,5,6,1018,5,19,0,0,0
"75087",2018,5,6,1018,5,7,0,0,0
"75088",2018,5,6,1018,5,17,0,0,0
"75089",2018,5,6,1018,12,19,0,0,0
"75090",2018,5,6,1018,12,7,0,0,0
"75091",2018,5,6,1018,12,17,0,0,0
"75092",2018,5,6,287,5,7,0,0,0
"75093",2018,5,6,287,12,7,0,0,0
"75094",2018,5,6,515,12,21,0,0,0
"75095",2018,5,6,199,5,2,0,8.404,0
"75096",2018,5,6,449,5,7,0,0,0
"75097",2018,5,6,134,5,3,0,0,0
"75098",2018,5,6,279,6,19,0,0,0
"75099",2018,5,6,279,6,7,0,0,0
"75100",2018,5,6,279,5,19,0,0,0
"75101",2018,5,6,279,12,19,0,0,0
"75102",2018,5,6,136,1,1,0,0,0
"75103",2018,5,6,136,12,1,0,0,0
"75104",2018,5,6,63,12,2,0,0,0
"75105",2019,5,6,310,5,24,0,0,0
"75106",2019,5,6,370,5,7,0,0,0
"75107",2019,5,6,490,6,2,0,15,0
"75108",2019,5,6,509,5,7,0,0,0
"75109",2019,5,6,113,5,7,0,0,0
"75110",2019,5,6,506,2,6,0,0,0
"75111",2019,5,6,506,2,20,0,0,0
"75112",2019,5,6,321,6,11,0,0,0
"75113",2019,5,6,308,6,2,0,0,0
"75114",2019,5,6,308,5,2,0,0,0
"75115",2019,5,6,512,6,24,0,0,45
"75116",2019,5,6,512,5,24,0,0,0
"75117",2019,5,6,1008,5,7,0,0,0
"75118",2019,5,6,138,12,2,0,0,0
"75119",2019,5,6,301,6,2,0,0,0
"75120",2019,5,6,556,6,5,0,0,0
"75121",2019,5,6,454,6,1,0,0,0
"75122",2019,5,6,56,12,2,0,0,0
"75123",2019,5,6,71,12,2,0,0,0
"75124",2019,5,6,115,6,2,0,0,0
"75125",2019,5,6,115,5,2,0,0,0
"75126",2019,5,6,115,2,6,0,0,0
"75127",2019,5,6,115,10,6,0,0,0
"75128",2019,5,6,115,12,6,0,10,5
"75129",2019,5,6,276,6,2,0,5,0
"75130",2019,5,6,203,10,16,0,0,0
"75131",2019,5,6,32,5,7,0,0,0
"75132",2019,5,6,88,6,2,0,0,0
"75133",2019,5,6,1106,10,2,0,0,0
"75134",2019,5,6,488,2,8,0,0,0
"75135",2019,5,6,281,5,2,0,0,0
"75136",2019,5,6,281,12,2,0,0,0
"75137",2019,5,6,215,5,2,0,0,0
"75138",2019,5,6,405,5,7,0,0,0
"75139",2019,5,6,3,2,2,0,0,0
"75140",2019,5,6,499,5,3,0,0,0
"75141",2019,5,6,1013,12,17,0,0,0
"75142",2019,5,6,307,6,2,0,0,0
"75143",2019,5,6,24,2,2,0,0,0
"75144",2019,5,6,24,10,2,0,0,0
"75145",2019,5,6,24,12,2,0,0,0
"75146",2019,5,6,763,5,24,0,0,0
"75147",2019,5,6,2,5,2,0,0,0
"75148",2019,5,6,371,2,7,0,0,0
"75149",2019,5,6,401,6,2,0,0,0
"75150",2019,5,6,666,5,2,0,0,0
"75151",2019,5,6,624,5,7,0,0,0
"75152",2019,5,6,430,5,24,0,0,0
"75153",2019,5,6,465,5,12,0,0,0
"75154",2019,5,6,693,5,3,0,0,0
"75155",2019,5,6,97,6,7,0,0,0
"75156",2019,5,6,35,5,2,0,0,0
"75157",2019,5,6,664,5,7,0,0,0
"75158",2019,5,6,44,5,2,0,0,0
"75159",2019,5,6,328,12,2,0,0,0
"75160",2019,5,6,389,2,2,0,0,0
"75161",2019,5,6,198,2,20,0,0,0
"75162",2019,5,6,117,5,1,0,0,0
"75163",2019,5,6,820,5,1,0,0,0
"75164",2019,5,6,70,6,10,0,0,0
"75165",2019,5,6,942,5,20,0,0,0
"75166",2019,5,6,468,2,2,0,0,0
"75167",2019,5,6,100,5,2,0,0,0
"75168",2019,5,6,814,5,13,0,0,0
"75169",2019,5,6,992,6,9,0,0,0
"75170",2019,5,6,387,6,2,0,0,0
"75171",2019,5,6,173,5,2,0,0,0
"75172",2019,5,6,173,12,6,0,0,0
"75173",2019,5,6,173,12,2,0,0,0
"75174",2019,5,6,256,5,1,0,0,0
"75175",2019,5,6,53,6,9,0,0,0
"75176",2019,5,6,53,12,9,0,0,0
"75177",2019,5,6,523,6,7,0,0,0
"75178",2019,5,6,1112,6,1,0,0,0
"75179",2019,5,6,559,6,2,0,0,0
"75180",2019,5,6,559,6,20,0,0,0
"75181",2019,5,6,26,10,2,0,0,0
"75182",2019,5,6,26,12,2,0,0,0
"75183",2019,5,6,131,5,2,0,0,0
"75184",2019,5,6,131,10,2,0,0,0
"75185",2019,5,6,74,5,11,0,0,0
"75186",2019,5,6,74,10,7,0,0,0
"75187",2019,5,6,440,6,6,0,0,0
"75188",2019,5,6,77,12,17,0,0,0
"75189",2019,5,6,938,5,2,0,0,0
"75190",2019,5,6,566,5,2,0,0,0
"75191",2019,5,6,1018,6,19,0,0,0
"75192",2019,5,6,1018,6,7,0,0,0
"75193",2019,5,6,1018,6,17,0,0,0
"75194",2019,5,6,1018,5,19,0,0,0
"75195",2019,5,6,1018,5,7,0,0,0
"75196",2019,5,6,1018,5,17,0,0,0
"75197",2019,5,6,1018,12,19,0,0,0
"75198",2019,5,6,287,5,7,0,0,0
"75199",2019,5,6,199,5,2,0,15,5
"75200",2019,5,6,449,5,7,0,0,0
"75201",2019,5,6,279,6,7,0,0,0
"75202",2019,5,6,279,5,19,0,0,0
"75203",2019,5,6,136,1,1,0,0,0
"75204",2019,5,6,588,5,2,0,0,0
"75205",2019,5,6,63,12,2,0,0,0
"75206",2020,5,6,310,5,24,0,0,0
"75207",2020,5,6,509,5,7,0,0,0
"75208",2020,5,6,888,6,2,0,0,0
"75209",2020,5,6,113,5,7,0,0,0
"75210",2020,5,6,113,2,7,0,0,0
"75211",2020,5,6,506,2,6,0,0,0
"75212",2020,5,6,506,2,20,0,0,0
"75213",2020,5,6,308,5,2,0,0,0
"75214",2020,5,6,512,5,24,0,0,0
"75215",2020,5,6,1116,5,2,0,0,0
"75216",2020,5,6,377,5,7,0,0,0
"75217",2020,5,6,138,5,2,0,172.5,172.5
"75218",2020,5,6,48,5,9,0,0,0
"75219",2020,5,6,291,10,2,0,130,130
"75220",2020,5,6,810,6,1,0,0,0
"75221",2020,5,6,454,6,1,0,0,0
"75222",2020,5,6,454,6,19,0,0,0
"75223",2020,5,6,111,6,2,0,354.15,328.59
"75224",2020,5,6,71,5,2,0,22.65,22.15
"75225",2020,5,6,868,6,6,0,0,0
"75226",2020,5,6,327,6,2,0,0,0
"75227",2020,5,6,866,5,7,0,0,0
"75228",2020,5,6,296,5,2,0,40.5,40.5
"75229",2020,5,6,565,5,24,0,0,0
"75230",2020,5,6,115,5,2,0,0,0
"75231",2020,5,6,115,2,6,0,0,0
"75232",2020,5,6,115,12,17,0,17,0
"75233",2020,5,6,276,6,2,0,0,0
"75234",2020,5,6,806,5,24,0,0,0
"75235",2020,5,6,203,10,16,0,0,0
"75236",2020,5,6,88,6,7,0,0,0
"75237",2020,5,6,281,5,2,0,0,0
"75238",2020,5,6,394,5,2,0,0,0
"75239",2020,5,6,847,5,1,0,0,0
"75240",2020,5,6,215,5,2,0,0,0
"75241",2020,5,6,405,5,7,0,0,0
"75242",2020,5,6,3,5,2,0,13.75,32.2625
"75243",2020,5,6,3,10,2,0,10,12.5
"75244",2020,5,6,143,6,2,0,0,0
"75245",2020,5,6,143,5,2,0,0,0
"75246",2020,5,6,219,12,2,0,0,0
"75247",2020,5,6,67,6,2,0,0,0
"75248",2020,5,6,28,6,2,0,0,0
"75249",2020,5,6,1013,12,17,0,0,0
"75250",2020,5,6,24,2,2,0,0,0
"75251",2020,5,6,371,2,7,0,0,0
"75252",2020,5,6,666,5,2,0,0,0
"75253",2020,5,6,418,5,2,0,0,0
"75254",2020,5,6,624,5,7,0,0,0
"75255",2020,5,6,926,5,2,0,0,0
"75256",2020,5,6,465,5,12,0,0,0
"75257",2020,5,6,465,5,7,0,0,0
"75258",2020,5,6,693,5,3,0,0,0
"75259",2020,5,6,97,5,19,0,20,20
"75260",2020,5,6,35,5,2,0,0,0
"75261",2020,5,6,632,5,2,0,0,0
"75262",2020,5,6,632,12,2,0,0,0
"75263",2020,5,6,55,6,2,0,0,0
"75264",2020,5,6,15,2,7,0,0,0
"75265",2020,5,6,861,5,6,0,0,0
"75266",2020,5,6,425,6,1,0,0,0
"75267",2020,5,6,389,2,2,0,0,0
"75268",2020,5,6,117,5,1,0,0,0
"75269",2020,5,6,70,6,10,0,0,0
"75270",2020,5,6,843,12,20,0,0,0
"75271",2020,5,6,100,5,2,0,0,0
"75272",2020,5,6,366,12,2,0,0,0
"75273",2020,5,6,459,5,2,0,0,0
"75274",2020,5,6,814,5,13,0,0,0
"75275",2020,5,6,173,5,6,0,0,0
"75276",2020,5,6,173,5,2,0,0,0
"75277",2020,5,6,256,5,1,0,0,0
"75278",2020,5,6,523,5,7,0,0,0
"75279",2020,5,6,404,6,2,0,28,0
"75280",2020,5,6,42,5,2,0,0,0
"75281",2020,5,6,26,5,2,0,9,5.5
"75282",2020,5,6,26,2,2,0,87.516,80
"75283",2020,5,6,131,5,2,0,0,0
"75284",2020,5,6,74,6,2,0,0,0
"75285",2020,5,6,74,5,11,0,0,0
"75286",2020,5,6,74,5,13,0,0,0
"75287",2020,5,6,74,5,7,0,0,0
"75288",2020,5,6,74,10,7,0,0,0
"75289",2020,5,6,74,12,7,0,0,0
"75290",2020,5,6,450,6,7,0,7.5,7.5
"75291",2020,5,6,159,5,2,0,0,0
"75292",2020,5,6,581,6,1,0,0,0
"75293",2020,5,6,648,5,15,0,0,0
"75294",2020,5,6,938,5,2,0,0,0
"75295",2020,5,6,1018,6,19,0,0,0
"75296",2020,5,6,1018,6,7,0,0,0
"75297",2020,5,6,1018,6,17,0,0,0
"75298",2020,5,6,287,5,7,0,0,0
"75299",2020,5,6,287,12,7,0,0,0
"75300",2020,5,6,439,1,2,0,0,0
"75301",2020,5,6,439,1,7,0,0,0
"75302",2020,5,6,460,5,15,0,0,0
"75303",2020,5,6,199,5,2,0,5,5
"75304",2020,5,6,279,5,19,0,0,0
"75305",2020,5,6,75,5,5,0,0,0
"75306",2020,5,6,63,6,2,0,351,296
"75307",2020,5,6,63,5,2,0,733.5,631
"75308",2020,5,6,63,10,2,0,185,175
"75309",2021,5,6,310,5,24,0,0,0
"75310",2021,5,6,807,5,21,0,0,0
"75311",2021,5,6,509,6,7,0,0,0
"75312",2021,5,6,509,5,7,0,0,0
"75313",2021,5,6,113,2,7,0,0,0
"75314",2021,5,6,321,6,11,0,97,72
"75315",2021,5,6,308,6,2,0,0,0
"75316",2021,5,6,308,5,2,0,0,0
"75317",2021,5,6,512,6,24,0,0,0
"75318",2021,5,6,837,5,6,0,0,0
"75319",2021,5,6,301,5,2,0,0,0
"75320",2021,5,6,805,5,11,0,0,0
"75321",2021,5,6,362,6,2,0,0,0
"75322",2021,5,6,362,5,2,0,8,8
"75323",2021,5,6,454,6,19,0,0,0
"75324",2021,5,6,454,6,7,0,0,0
"75325",2021,5,6,454,5,19,0,0,0
"75326",2021,5,6,868,6,6,0,0,0
"75327",2021,5,6,327,6,2,0,0,0
"75328",2021,5,6,565,5,24,0,0,0
"75329",2021,5,6,115,5,2,0,0,0
"75330",2021,5,6,115,2,6,0,0,0
"75331",2021,5,6,115,12,17,0,15.2095,15.2095
"75332",2021,5,6,276,6,12,0,0,0
"75333",2021,5,6,806,5,24,0,0,0
"75334",2021,5,6,487,2,12,0,0,0
"75335",2021,5,6,487,12,7,0,0,0
"75336",2021,5,6,88,5,2,0,0,0
"75337",2021,5,6,901,5,7,0,0,0
"75338",2021,5,6,281,6,2,0,0,0
"75339",2021,5,6,394,5,2,0,0,0
"75340",2021,5,6,785,1,1,0,0,0
"75341",2021,5,6,129,6,1,0,0,0
"75342",2021,5,6,849,5,16,0,0,0
"75343",2021,5,6,3,1,2,0,75,0
"75344",2021,5,6,3,2,2,0,0,0
"75345",2021,5,6,219,5,2,0,0,0
"75346",2021,5,6,28,6,2,0,0,0
"75347",2021,5,6,1013,12,17,0,0,0
"75348",2021,5,6,24,2,2,0,0,0
"75349",2021,5,6,879,5,2,0,0,0
"75350",2021,5,6,126,5,2,0,286.3,264.3
"75351",2021,5,6,178,5,4,0,0,0
"75352",2021,5,6,458,5,1,0,40.0005,40.0005
"75353",2021,5,6,204,5,2,0,0,0
"75354",2021,5,6,418,5,2,0,0,0
"75355",2021,5,6,745,5,2,0,0,0
"75356",2021,5,6,745,5,13,0,0,0
"75357",2021,5,6,624,5,7,0,0,0
"75358",2021,5,6,926,5,2,0,0,0
"75359",2021,5,6,465,5,7,0,0,0
"75360",2021,5,6,35,5,2,0,0,0
"75361",2021,5,6,55,6,2,0,0,0
"75362",2021,5,6,353,5,2,0,0,0
"75363",2021,5,6,521,5,7,0,0,0
"75364",2021,5,6,15,5,7,0,0,0
"75365",2021,5,6,796,5,20,0,0,0
