Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2021,September,Plant_3,Customer_387,Primary_Market_Code_17,Material_Type_12,112.8321835
2020,March,Plant_1,Customer_39,Primary_Market_Code_17,Material_Type_12,3534.416
2021,January,Plant_1,Customer_39,Primary_Market_Code_17,Material_Type_12,1580.7875
2020,March,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,166.3975
2020,May,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,110.715
2020,March,Plant_7,Customer_39,Primary_Market_Code_1,Material_Type_2,52.3625
2020,May,Plant_7,Customer_39,Primary_Market_Code_1,Material_Type_2,39.0375
2021,November,Plant_7,Customer_442,Primary_Market_Code_17,Material_Type_12,14.86
2021,April,Plant_7,Customer_442,Primary_Market_Code_6,Material_Type_7,14.971256
2020,June,Plant_1,Customer_349,Primary_Market_Code_17,Material_Type_12,63.0852435
2021,August,Plant_1,Customer_349,Primary_Market_Code_1,Material_Type_1,50.4
2021,January,Plant_1,Customer_349,Primary_Market_Code_1,Material_Type_1,112.655
2020,July,Plant_3,Customer_842,Primary_Market_Code_11,Material_Type_5,6.19
2021,February,Plant_7,Customer_592,Primary_Market_Code_2,Material_Type_1,0
2021,March,Plant_2,Customer_592,Primary_Market_Code_2,Material_Type_2,17.44
2020,May,Plant_4,Customer_422,Primary_Market_Code_17,Material_Type_12,113.34
2020,December,Plant_4,Customer_422,Primary_Market_Code_3,Material_Type_2,2.895
2021,March,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,2790.3045
2021,June,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1166.714
2021,September,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,2523.135038
2020,October,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,191.5375
2021,February,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,334.7035
2020,December,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,301.208
2021,October,Plant_3,Customer_800,Primary_Market_Code_20,Material_Type_5,6.57
2020,March,Plant_1,Customer_441,Primary_Market_Code_17,Material_Type_12,170.7
2020,October,Plant_1,Customer_441,Primary_Market_Code_17,Material_Type_12,43.76
2020,May,Plant_1,Customer_441,Primary_Market_Code_1,Material_Type_1,40.12
2020,April,Plant_1,Customer_441,Primary_Market_Code_1,Material_Type_1,0
2021,December,Plant_1,Customer_99,Primary_Market_Code_17,Material_Type_12,198.374
2021,July,Plant_1,Customer_99,Primary_Market_Code_17,Material_Type_12,123.525
2020,November,Plant_1,Customer_99,Primary_Market_Code_17,Material_Type_12,233.74
2020,December,Plant_1,Customer_99,Primary_Market_Code_1,Material_Type_1,159.92
2020,September,Plant_1,Customer_99,Primary_Market_Code_1,Material_Type_1,0
2020,August,Plant_1,Customer_99,Primary_Market_Code_1,Material_Type_1,237.29
2021,March,Plant_1,Customer_99,Primary_Market_Code_1,Material_Type_1,35.63
2020,March,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,21.935
2020,October,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,128.2225
2020,July,Plant_1,Customer_182,Primary_Market_Code_1,Material_Type_1,38.895
2020,April,Plant_1,Customer_182,Primary_Market_Code_1,Material_Type_1,23.7225
2020,September,Plant_1,Customer_182,Primary_Market_Code_1,Material_Type_1,3.9525
2020,October,Plant_1,Customer_182,Primary_Market_Code_1,Material_Type_1,3.9525
2020,December,Plant_1,Customer_182,Primary_Market_Code_1,Material_Type_1,39.265
2020,November,Plant_8,Customer_648,Primary_Market_Code_7,Material_Type_6,0
2021,January,Plant_6,Customer_648,Primary_Market_Code_15,Material_Type_5,0
2021,July,Plant_8,Customer_648,Primary_Market_Code_15,Material_Type_9,0
2020,October,Plant_8,Customer_648,Primary_Market_Code_15,Material_Type_9,0
2020,June,Plant_8,Customer_648,Primary_Market_Code_17,Material_Type_12,19.66
2021,February,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,4.1475
2021,July,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,6.375
2021,May,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,0
2021,December,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,4.355
2022,January,Plant_3,Customer_765,Primary_Market_Code_17,Material_Type_12,0.47085155
2020,August,Plant_7,Customer_765,Primary_Market_Code_17,Material_Type_12,14.246
2020,August,Plant_7,Customer_765,Primary_Market_Code_2,Material_Type_7,19.4615
2021,April,Plant_3,Customer_895,Primary_Market_Code_17,Material_Type_12,2.377598
2021,April,Plant_3,Customer_895,Primary_Market_Code_17,Material_Type_11,1.0970695
2021,August,Plant_3,Customer_895,Primary_Market_Code_17,Material_Type_11,0.6805425
2020,April,Plant_7,Customer_1,Primary_Market_Code_17,Material_Type_12,15.35
2020,April,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,21.65
2021,April,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,1118.39
2022,January,Plant_7,Customer_1,Primary_Market_Code_17,Material_Type_12,283.7
2022,January,Plant_1,Customer_1,Primary_Market_Code_26,Material_Type_12,0
2022,February,Plant_1,Customer_1,Primary_Market_Code_26,Material_Type_12,35.96
2020,October,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,44.71
2022,January,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_7,21.38
2022,February,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_7,21.38
2021,September,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_7,0
2021,April,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,412.98
2020,November,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,150.56
2021,November,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,961.1775
2020,March,Plant_1,Customer_550,Primary_Market_Code_1,Material_Type_1,0
2020,August,Plant_1,Customer_550,Primary_Market_Code_1,Material_Type_1,0
2021,February,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_8,65.0185
2020,October,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_8,27.9195
2020,September,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_8,56.824
2020,August,Plant_7,Customer_264,Primary_Market_Code_17,Material_Type_12,109.817
2020,November,Plant_3,Customer_552,Primary_Market_Code_1,Material_Type_5,4.215
2020,August,Plant_3,Customer_552,Primary_Market_Code_1,Material_Type_5,6.295
2020,October,Plant_3,Customer_552,Primary_Market_Code_1,Material_Type_5,0
2021,June,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,35.2225
2021,March,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,65.31
2021,April,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,65.31
2020,November,Plant_3,Customer_552,Primary_Market_Code_17,Material_Type_12,0.7406168
2020,September,Plant_3,Customer_552,Primary_Market_Code_17,Material_Type_12,3.51550725
2020,August,Plant_6,Customer_624,Primary_Market_Code_17,Material_Type_12,20.4625
2020,November,Plant_1,Customer_135,Primary_Market_Code_17,Material_Type_12,843.06
2020,December,Plant_1,Customer_135,Primary_Market_Code_6,Material_Type_1,73.4345
2020,November,Plant_1,Customer_135,Primary_Market_Code_6,Material_Type_1,307.668
2021,January,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,27.25973405
2021,March,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,41.5915
2021,October,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,127.792638
2022,January,Plant_4,Customer_245,Primary_Market_Code_17,Material_Type_12,106.655
2020,August,Plant_1,Customer_245,Primary_Market_Code_1,Material_Type_1,11.615
2020,September,Plant_1,Customer_245,Primary_Market_Code_1,Material_Type_1,35.965
2020,October,Plant_1,Customer_245,Primary_Market_Code_1,Material_Type_1,33.255
2020,July,Plant_2,Customer_74,Primary_Market_Code_2,Material_Type_3,46.76
2021,October,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_6,174.49
2021,April,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_6,0
2021,September,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,49.0275
2020,April,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,39.99
2020,September,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,44.575
2020,August,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,204.363112
2020,December,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,191.4826314
2022,February,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,486.2039625
2020,July,Plant_3,Customer_74,Primary_Market_Code_17,Material_Type_12,27.0100338
2021,April,Plant_2,Customer_74,Primary_Market_Code_17,Material_Type_12,712.036124
2021,September,Plant_1,Customer_74,Primary_Market_Code_17,Material_Type_12,345.064
2021,April,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,347.679751
2021,January,Plant_2,Customer_74,Primary_Market_Code_17,Material_Type_12,211.764574
2022,February,Plant_1,Customer_74,Primary_Market_Code_7,Material_Type_1,22.09
2021,August,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,0
2021,March,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,81.16
2021,October,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,66.825
2021,July,Plant_1,Customer_74,Primary_Market_Code_7,Material_Type_1,0
2020,December,Plant_1,Customer_74,Primary_Market_Code_6,Material_Type_1,0
2021,December,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,18.995
2021,February,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,55.335
2021,November,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,0
2022,February,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,0
2021,January,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,0
2022,February,Plant_8,Customer_1201,Primary_Market_Code_17,Material_Type_12,0.0636029
2021,July,Plant_1,Customer_163,Primary_Market_Code_17,Material_Type_12,435.831876
2020,May,Plant_1,Customer_163,Primary_Market_Code_17,Material_Type_12,9.3092132
2020,May,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,127.18
2021,July,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,34.031
2021,February,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,0
2022,January,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,0
2021,June,Plant_7,Customer_1187,Primary_Market_Code_17,Material_Type_12,0.824082
2020,December,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,0
2021,May,Plant_8,Customer_421,Primary_Market_Code_2,Material_Type_9,0
2021,February,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,2.38
2020,October,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,94.0819547
2021,July,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,72.655
2021,December,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,151.8045
2020,December,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,63.901
2020,August,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,3.9435
2020,August,Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,149.924991
2021,January,Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,23.34
2020,June,Plant_1,Customer_282,Primary_Market_Code_6,Material_Type_1,48.725
2020,May,Plant_1,Customer_282,Primary_Market_Code_6,Material_Type_1,0
2021,November,Plant_7,Customer_594,Primary_Market_Code_6,Material_Type_7,0
2021,December,Plant_7,Customer_594,Primary_Market_Code_6,Material_Type_7,22.764
2021,November,Plant_2,Customer_95,Primary_Market_Code_17,Material_Type_12,568.47
2022,January,Plant_2,Customer_95,Primary_Market_Code_17,Material_Type_12,271.075
2021,June,Plant_1,Customer_95,Primary_Market_Code_17,Material_Type_12,224.439
2021,May,Plant_1,Customer_95,Primary_Market_Code_17,Material_Type_12,455.0795
2021,December,Plant_1,Customer_95,Primary_Market_Code_17,Material_Type_12,272.897
2021,January,Plant_1,Customer_95,Primary_Market_Code_17,Material_Type_12,521.6515
2021,May,Plant_1,Customer_95,Primary_Market_Code_6,Material_Type_1,82.7325
2020,May,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,23.4675
2021,October,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,2.0075
2021,September,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,0
2021,July,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,0
2021,March,Plant_1,Customer_95,Primary_Market_Code_6,Material_Type_1,104.8475
2021,November,Plant_2,Customer_95,Primary_Market_Code_6,Material_Type_2,0
2021,October,Plant_2,Customer_95,Primary_Market_Code_25,Material_Type_2,0
2021,November,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,0
2021,May,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,4.405
2022,January,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,3.305
2021,August,Plant_3,Customer_531,Primary_Market_Code_17,Material_Type_12,53.374965
2021,September,Plant_3,Customer_531,Primary_Market_Code_17,Material_Type_12,24.0155355
2021,August,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,23.8556755
2020,October,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,60.336123
2021,November,Plant_7,Customer_140,Primary_Market_Code_6,Material_Type_7,17.145
2021,August,Plant_7,Customer_140,Primary_Market_Code_1,Material_Type_7,1.6275
2020,April,Plant_3,Customer_284,Primary_Market_Code_17,Material_Type_12,4.176561
2020,November,Plant_7,Customer_284,Primary_Market_Code_17,Material_Type_12,176.8725
2020,May,Plant_7,Customer_284,Primary_Market_Code_17,Material_Type_12,91.74
2021,April,Plant_7,Customer_284,Primary_Market_Code_2,Material_Type_2,96.45
2021,June,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,85.62
2021,August,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,19.1525
2021,September,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,32.2425
2020,November,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,8.99
2020,December,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,10.865
2021,July,Plant_7,Customer_326,Primary_Market_Code_17,Material_Type_12,112.154
2021,February,Plant_7,Customer_326,Primary_Market_Code_17,Material_Type_12,123.275
2020,September,Plant_7,Customer_326,Primary_Market_Code_2,Material_Type_2,19.6675
2020,December,Plant_7,Customer_326,Primary_Market_Code_2,Material_Type_2,0
2021,December,Plant_1,Customer_691,Primary_Market_Code_17,Material_Type_12,2.6898624
2020,April,Plant_1,Customer_691,Primary_Market_Code_17,Material_Type_11,1.018724
2021,May,Plant_7,Customer_729,Primary_Market_Code_2,Material_Type_5,8.52
2021,November,Plant_7,Customer_729,Primary_Market_Code_17,Material_Type_12,22.6
2021,February,Plant_1,Customer_11,Primary_Market_Code_17,Material_Type_12,616.9162527
2020,November,Plant_3,Customer_11,Primary_Market_Code_17,Material_Type_12,2.505
2020,September,Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,121.75
2020,September,Plant_8,Customer_310,Primary_Market_Code_17,Material_Type_12,18.805
2021,July,Plant_7,Customer_630,Primary_Market_Code_1,Material_Type_2,16.15
2022,February,Plant_1,Customer_110,Primary_Market_Code_17,Material_Type_12,4192.041
2021,April,Plant_1,Customer_110,Primary_Market_Code_1,Material_Type_1,0
2022,January,Plant_1,Customer_110,Primary_Market_Code_4,Material_Type_1,0
2020,October,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_12,2105.444
2020,September,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_12,2253.29
2020,November,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_12,1054.4925
2020,June,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_12,1703.52
2021,January,Plant_1,Customer_10,Primary_Market_Code_17,Material_Type_12,3054.672
2021,June,Plant_1,Customer_10,Primary_Market_Code_17,Material_Type_12,1264.681
2021,December,Plant_1,Customer_10,Primary_Market_Code_17,Material_Type_12,3772.2415
2022,January,Plant_1,Customer_10,Primary_Market_Code_17,Material_Type_12,4362.049
2020,September,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,575.385
2020,December,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,667.91
2022,January,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,507.0325
2021,August,Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_1,348.9925
2020,April,Plant_2,Customer_203,Primary_Market_Code_16,Material_Type_2,15.005
2020,June,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,24.22
2021,June,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,18.71
2020,December,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,1.9425
2021,November,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,34.315
2020,October,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,0
2021,October,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,14.4725
2021,September,Plant_3,Customer_343,Primary_Market_Code_2,Material_Type_5,14.4725
2020,November,Plant_1,Customer_343,Primary_Market_Code_17,Material_Type_12,22.33
2021,March,Plant_3,Customer_343,Primary_Market_Code_17,Material_Type_12,19.2076605
2021,October,Plant_3,Customer_343,Primary_Market_Code_17,Material_Type_12,11.56610175
2020,December,Plant_1,Customer_343,Primary_Market_Code_2,Material_Type_2,1.0175
2021,April,Plant_1,Customer_343,Primary_Market_Code_2,Material_Type_2,0
2021,December,Plant_1,Customer_343,Primary_Market_Code_2,Material_Type_2,40.045
2022,January,Plant_1,Customer_343,Primary_Market_Code_2,Material_Type_2,13.825
2020,September,Plant_7,Customer_254,Primary_Market_Code_13,Material_Type_2,21.5625
2020,March,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_6,0
2020,August,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_6,0
2020,April,Plant_3,Customer_992,Primary_Market_Code_13,Material_Type_6,0
2020,March,Plant_3,Customer_992,Primary_Market_Code_13,Material_Type_6,0
2021,December,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_5,5.855
2021,July,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_5,5.855
2021,March,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_10,0
2020,June,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_10,0
2020,December,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_10,0
2020,September,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_10,0
2021,July,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_10,0
2020,December,Plant_1,Customer_992,Primary_Market_Code_17,Material_Type_12,202.375
2020,April,Plant_8,Customer_992,Primary_Market_Code_17,Material_Type_12,61.856
2021,March,Plant_8,Customer_992,Primary_Market_Code_17,Material_Type_12,31.3585
2021,December,Plant_1,Customer_992,Primary_Market_Code_17,Material_Type_12,165.78
2021,February,Plant_1,Customer_992,Primary_Market_Code_17,Material_Type_12,97.74
2021,April,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_12,14.7475
2020,June,Plant_3,Customer_992,Primary_Market_Code_2,Material_Type_12,0
2020,October,Plant_4,Customer_992,Primary_Market_Code_17,Material_Type_12,22.95
2020,August,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2020,September,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2021,July,Plant_4,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2020,March,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2022,January,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2021,August,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_1,0
2020,July,Plant_1,Customer_992,Primary_Market_Code_2,Material_Type_2,0
2021,May,Plant_6,Customer_372,Primary_Market_Code_7,Material_Type_5,0
2020,September,Plant_6,Customer_372,Primary_Market_Code_17,Material_Type_12,94.24
2021,April,Plant_6,Customer_372,Primary_Market_Code_17,Material_Type_12,109.48
2020,July,Plant_1,Customer_372,Primary_Market_Code_17,Material_Type_12,21.819
2021,December,Plant_1,Customer_372,Primary_Market_Code_17,Material_Type_12,43.774
2022,February,Plant_1,Customer_372,Primary_Market_Code_17,Material_Type_12,42.365
2020,November,Plant_1,Customer_372,Primary_Market_Code_7,Material_Type_1,0
2020,October,Plant_1,Customer_1174,Primary_Market_Code_17,Material_Type_12,0.73151325
2021,August,Plant_1,Customer_1174,Primary_Market_Code_17,Material_Type_12,1.49568
2022,January,Plant_1,Customer_1174,Primary_Market_Code_17,Material_Type_12,0.5247264
2021,June,Plant_10,Customer_1174,Primary_Market_Code_12,Material_Type_11,0.3532068
2020,May,Plant_7,Customer_58,Primary_Market_Code_17,Material_Type_12,1260.149
2020,March,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,0
2020,December,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,0
2020,September,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,0
2020,August,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,0
2020,October,Plant_7,Customer_58,Primary_Market_Code_2,Material_Type_2,0
2022,January,Plant_3,Customer_277,Primary_Market_Code_7,Material_Type_5,0
2020,June,Plant_3,Customer_292,Primary_Market_Code_2,Material_Type_5,22.5325
2021,June,Plant_3,Customer_292,Primary_Market_Code_2,Material_Type_5,0
2021,November,Plant_3,Customer_292,Primary_Market_Code_2,Material_Type_5,0
2020,July,Plant_7,Customer_292,Primary_Market_Code_17,Material_Type_12,22.8
2021,May,Plant_7,Customer_292,Primary_Market_Code_2,Material_Type_2,0.865
2020,May,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,785.6695
2021,August,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,666.7625
2020,November,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,557.9415
2021,May,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,620.71
2020,March,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,696.56662
2021,April,Plant_1,Customer_45,Primary_Market_Code_17,Material_Type_12,587.88
2020,November,Plant_7,Customer_45,Primary_Market_Code_17,Material_Type_12,99.67
2021,August,Plant_7,Customer_45,Primary_Market_Code_6,Material_Type_7,23.305
2021,March,Plant_7,Customer_45,Primary_Market_Code_6,Material_Type_1,32.534
2020,June,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_1,229.4425
2020,August,Plant_1,Customer_45,Primary_Market_Code_6,Material_Type_2,0
2021,June,Plant_1,Customer_333,Primary_Market_Code_17,Material_Type_12,2.1450325
2021,September,Plant_1,Customer_333,Primary_Market_Code_17,Material_Type_12,0.167552
2020,October,Plant_1,Customer_1197,Primary_Market_Code_17,Material_Type_12,0.7277619
2021,November,Plant_1,Customer_1197,Primary_Market_Code_17,Material_Type_12,2.2186752
2021,January,Plant_1,Customer_1197,Primary_Market_Code_17,Material_Type_12,1.1185846
2020,November,Plant_1,Customer_1197,Primary_Market_Code_17,Material_Type_12,0.340276
2021,June,Plant_3,Customer_516,Primary_Market_Code_2,Material_Type_5,22.2325
2021,August,Plant_3,Customer_516,Primary_Market_Code_2,Material_Type_5,0
2020,July,Plant_3,Customer_516,Primary_Market_Code_17,Material_Type_12,0.3464755
2020,August,Plant_2,Customer_516,Primary_Market_Code_17,Material_Type_12,31.7725
2020,December,Plant_2,Customer_516,Primary_Market_Code_17,Material_Type_12,0
2021,December,Plant_2,Customer_516,Primary_Market_Code_17,Material_Type_12,24.37
2020,May,Plant_2,Customer_516,Primary_Market_Code_17,Material_Type_12,23.499
2021,July,Plant_2,Customer_516,Primary_Market_Code_2,Material_Type_2,38.815
2020,September,Plant_2,Customer_516,Primary_Market_Code_2,Material_Type_2,11.14
2020,July,Plant_2,Customer_516,Primary_Market_Code_2,Material_Type_2,7.365
2021,July,Plant_7,Customer_501,Primary_Market_Code_17,Material_Type_12,11.6499776
2021,June,Plant_7,Customer_501,Primary_Market_Code_17,Material_Type_12,9.1318068
2021,September,Plant_7,Customer_501,Primary_Market_Code_17,Material_Type_11,2.19902375
2020,October,Plant_6,Customer_501,Primary_Market_Code_17,Material_Type_11,45.196636
2021,November,Plant_7,Customer_708,Primary_Market_Code_17,Material_Type_12,22.6998275
2021,November,Plant_7,Customer_708,Primary_Market_Code_6,Material_Type_7,0
2020,May,Plant_7,Customer_708,Primary_Market_Code_6,Material_Type_2,2.305
2020,July,Plant_7,Customer_708,Primary_Market_Code_6,Material_Type_2,3.68
2021,November,Plant_3,Customer_767,Primary_Market_Code_17,Material_Type_12,1.09996
2022,January,Plant_3,Customer_767,Primary_Market_Code_17,Material_Type_12,5.62295
2021,October,Plant_8,Customer_395,Primary_Market_Code_2,Material_Type_9,3.832
2021,July,Plant_8,Customer_395,Primary_Market_Code_2,Material_Type_9,0
2021,April,Plant_8,Customer_659,Primary_Market_Code_2,Material_Type_9,0
2022,February,Plant_8,Customer_659,Primary_Market_Code_17,Material_Type_12,20.8112666
2020,August,Plant_6,Customer_168,Primary_Market_Code_10,Material_Type_6,7.88
2022,January,Plant_6,Customer_168,Primary_Market_Code_10,Material_Type_6,0
2021,January,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_6,4.754
2020,June,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_6,46.597
2022,February,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_6,37.074
2021,November,Plant_3,Customer_168,Primary_Market_Code_19,Material_Type_5,5.6325
2021,December,Plant_3,Customer_168,Primary_Market_Code_1,Material_Type_5,14.585
2021,July,Plant_3,Customer_168,Primary_Market_Code_1,Material_Type_5,4.7225
2022,February,Plant_3,Customer_168,Primary_Market_Code_1,Material_Type_5,20.465
2021,January,Plant_3,Customer_168,Primary_Market_Code_19,Material_Type_5,2.2525
2020,May,Plant_3,Customer_168,Primary_Market_Code_10,Material_Type_5,5.8425
2020,October,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_9,117.585
2020,April,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_9,256.236
2022,January,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_9,148.042
2021,April,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_9,18.825
2021,April,Plant_8,Customer_168,Primary_Market_Code_17,Material_Type_12,63.89955
2021,April,Plant_8,Customer_168,Primary_Market_Code_26,Material_Type_12,610.4532045
2021,July,Plant_8,Customer_168,Primary_Market_Code_26,Material_Type_12,474.2975
2020,September,Plant_6,Customer_168,Primary_Market_Code_17,Material_Type_12,146.97763
2022,January,Plant_6,Customer_168,Primary_Market_Code_17,Material_Type_12,332.5935
2022,February,Plant_6,Customer_168,Primary_Market_Code_17,Material_Type_12,104.98
2020,October,Plant_3,Customer_168,Primary_Market_Code_17,Material_Type_12,25.9771646
2021,October,Plant_3,Customer_168,Primary_Market_Code_17,Material_Type_12,355.0027961
2021,July,Plant_3,Customer_168,Primary_Market_Code_17,Material_Type_12,248.6384795
2020,July,Plant_3,Customer_168,Primary_Market_Code_17,Material_Type_12,19.6101565
2021,March,Plant_3,Customer_70,Primary_Market_Code_10,Material_Type_5,38.305
2020,September,Plant_3,Customer_70,Primary_Market_Code_10,Material_Type_5,341.0475
2021,May,Plant_3,Customer_70,Primary_Market_Code_1,Material_Type_5,32.075
2021,October,Plant_3,Customer_70,Primary_Market_Code_1,Material_Type_5,55.795
2021,December,Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,29.3375
2021,November,Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,70.2
